 Visualize your GSEA results. http://t.co/zGMJBBMpPB #bioinformatics"
#bioinformatics #neandertal #sib #unibe"
#bioinformatics #neandertal @ISBSIB #unibe"
309772541910740992,2013-03-07 21:08:23 -0500,la_press,New review: Computational Small RNA Prediction in Bacteria http://t.co/owp3h8rNMg #LibertasAcademica #genomics #bioinformatics #biology
309773021315489792,2013-03-07 21:10:18 -0500,bkdhillon,"RT @VanBUG_: #VanBUG talk tonight @ 6pm by Dr. Art Poon on ""Reconstructing the evolution of HIV within a patient""  #Bioinformatics http://t.co/QbtIayNlNt"
309776521889988608,2013-03-07 21:24:12 -0500,sjackman,"RT @VanBUG_: #VanBUG talk tonight @ 6pm by Dr. Art Poon on ""Reconstructing the evolution of HIV within a patient""  #Bioinformatics http://t.co/QbtIayNlNt"
309776798638559233,2013-03-07 21:25:18 -0500,abcruzm,RT @BioInfo: 10 commandments for next-gen sequencing | MassGenomics http://t.co/ju2WbIML00 #ngs #hts #genomics #bioinformatics
309779429968732160,2013-03-07 21:35:46 -0500,kaythaney,RT @ctitusbrown: Meeting report -- Cyberinfrastructure for Marine 'Omics http://t.co/dhYRE1BEfh #bioinformatics Includes slides and storify.
309782266857521152,2013-03-07 21:47:02 -0500,biocollective,Macrophage signaling map (http://t.co/VY79k47fYa) now available for real-time simulations in the Cell Collective #bioinformatics @BMC_series
309790536309555200,2013-03-07 22:19:54 -0500,bffo,"Canadian #Bioinformatics Workshops r filling up 4 the summer, specially the ""Informatics for RNA-sequence Analysis"" http://t.co/aFGh7TD9Lx"
309801085277704192,2013-03-07 23:01:49 -0500,PhilippBayer,"My poster on skim-based genotyping by sequencing will be at PAG Asia, as well, in case anyone wants to have a look :) #bioinformatics"
309808874821652480,2013-03-07 23:32:46 -0500,JChrisPires,#MCMC #Harlem shake http://t.co/rmoGyPDZcR… #bioinformatics #phylogenetics #genomics @EEPuckett I only get the joke b/c I took your class!
309808911358251008,2013-03-07 23:32:55 -0500,JChrisPires,"RT @rnomics: Top #tweeted story in #bioinformatics: Interpreting personal transcriptomes: per...… http://t.co/jwHnN1YA6u, see more http://t.co/SP89yCw6QR"
309808969583558656,2013-03-07 23:33:08 -0500,JChrisPires,RT @isatools: The GPU computing fallacy in Bioinformatics software. http://t.co/SeFzeW1OBW #quitegood #bioinformatics
309809008615751680,2013-03-07 23:33:18 -0500,JChrisPires,RT @malaykbasu: When describing NCBI's web service becomes a new scientific result. Shameful publication by BMC #Bioinformatics.  http://t.co/qKXUaDeXRn
309809057122885632,2013-03-07 23:33:29 -0500,JChrisPires,RT @patrickDurusau: RP Caleydo Project #topicmaps #bioinformatics #graphs #graphics #visualization #biomedical - http://t.co/zJ5wXomWuY
309809107173531650,2013-03-07 23:33:41 -0500,JChrisPires,RT @ypriverol: The other #microbiome--exploring the human #virome http://t.co/ERpUD8dBHw #proteomics #bioinformatics
309809181051998209,2013-03-07 23:33:59 -0500,JChrisPires,RT @ctitusbrown: Meeting report -- Cyberinfrastructure for Marine 'Omics http://t.co/dhYRE1BEfh #bioinformatics Includes slides and storify.
309809246835462144,2013-03-07 23:34:15 -0500,JChrisPires,RT @ypriverol: Designing command-line interfaces (CLIs) for #scientific #software http://t.co/ETQaggifnc #bioinformatics #proteomics
309809272030650371,2013-03-07 23:34:21 -0500,JChrisPires,RT @ypriverol: Computational #Genomics Slides http://t.co/VScIrV8oRH #Bioinformatics
309809741016739840,2013-03-07 23:36:12 -0500,JChrisPires,RT @marc_rr: Our #Bioinformatics Master program now has a nice webpage with all information: http://t.co/zw5bS0XDup @unil @isbsib http://t.co/SkiB70wpXJ
309809805193773056,2013-03-07 23:36:28 -0500,JChrisPires,RT @4130chromo: #MitoSeek http://t.co/HqJewrvA6b mining mtDNA data from exome capture #NGS #bioinformatics #mitochondria
309809875226087425,2013-03-07 23:36:44 -0500,JChrisPires,RT @bg7_annot: #PLOSONE: BG7: A New Approach for Bacterial Genome Annotation Designed for #NGS data #bacterialgenomics #bioinformatics http://t.co/ygO2KO24
309809919593435136,2013-03-07 23:36:55 -0500,JChrisPires,RT @patrickDurusau: RP BiologicalNetworks #topicmaps #bioinformatics #biomedical #genome #pathways - http://t.co/HPo0jPGLrJ
309810009997471744,2013-03-07 23:37:17 -0500,JChrisPires,RT @BioStarQuestion: Biology SE: Combining gene expression data from two species http://t.co/HrgdfNSfjZ #bioinformatics #genomics
